label,sent
0,"You ever wish better.. Like you see them doing worse and you don't speak w them, so you just have to watch them district. Worst"
0,Wanna speak to people on here so bad omg
0,i just imagined you dancing like this
1,I love walking from Wilson all the way to dodge 
0,So cute lah when he is trying to speak malay
1,Glad to know youre here to help when i need you.... 
0,Yesterday I was told that I speak from my stomach that's why people don't hear my voice clearly so I'm trying to sound a little bit squeaky.
1,"I just absolutely love that it takes 30/45 minutes, sometimes even an hour to get a text back!  "
1,How did I miss my son's first AAA Bantam goal  cool
0,I mean yeah! I'm probs not going to speak to one of those other guys so ya know lol
0,I don't speak doctor... So y'all need to dumb down this medical talking down just a bit 
1,I love all the app update notifications I'm getting due to iOS 8's launch tomorrow
0,I can't wait to become a sports analysist so i can speak on these topics.
1,Drunk People at the subway station. Fun! 
0,I would pay so much money to never see or speak to you again
0,I don't beg for friend so whether you speak to me or not I don't give a flying fuck
1,I love being sick and having to work anyway 
0,so then the PM should speak to the states. Not throw out the women or even have his MPs say so.
1,I'm at 99 followers 1 more and I'll be a somebody YAYYY
1,Accounting problems about tacos makes homework so much more fun! 
0,A girl had her hair down on the team we lost to tonight so no one is permitted to speak to me for at least 72 hours.
0,"I hate I think faster then I speak, I have so much to say and get tongue tied!!!!!!!"
0,Id like to thank not only god but yeezus that half the people in my gym class don't speak english so we never have time to do anything
0,I'm Finna start being so stiff on these hoes my text back game finna be weak my walk by ya and don't speak game is to
1,Glad I'm the ONLY person you need. 
1,My pot smoking neighbor just got home! Yippee!   
0,Just one question... Your kids are not here so you are free to speak in spanish... as I supose you do at work..
0,I have to pretend to be asleep so people in my house don't speak to me
0,im so fucking pissed im in that mood to where its like fuck everybody nobody speak to me
1,I love how I can pull all nighters not bc I want to but bc my body physically does not let me sleep tweet 
0,I don't know how to speak to people so I'm just 100% myself all the time and that's probably really weird unless you do actually know me
1,Exactly what I needed to cheer me up. Excellent. tweet
0,Hi George. I need to speak to you urgently about something I think you'd be interested in. Can you follow me so I can DM you?
1,Because i wanted to miss 2 important classes today 
1,I'm glad I look absolutely stunning in the mornings   
1,Added one more credit to my work load because school is my favorite thing   
0,If we have the right to speak then why are so many of us punished for speaking our mind
0,How can you act so excited for my child to enter the world when now the only way I speak to you is if I call you..?
0,If you so much as speak to your bestfriends ex in the real world you are exiled
1,"Because of the glare from the sun, of course "
0,thank you!! So much gorgeousness all together! And I enjoy listening to him speak soo much so thank you!! Would have taken me
0,"IF these gov. pple care so much about DV, why don't they pass  so women/men can be free to speak up about it?"
0,"Everytime after I speak to my nan, I just have a massive breakdown because it's just so hard"
0,Don't see how you could even still speak to someone after they caused you so much shit
1,All I have done is get dressed for work and Owen is already  away.    
1,I love allergies sooooooooooooo much!! 
0,I just don't get how you can be so attached to someone and then one day never speak again.
0,I have to ask why do you let Nathan speak so poorly about your mother? If it wasn't for Babs god only know what would've
1,"I know I'm insane for it, but I have literally wanted to be in a fight club since I was ten.  "
1,"Apparently, i live in a gang infested neighborhood, where i can witness drive by shootings from my front porch!  "
1,Having such a great day 
1,I love stating the inevitable and getting no reply!   
0,"when it comes to kids,actions speak louder.so they should be spanked sparingly not hit,It does not kill them"
1,"I love college! Except for the homework, exams, and late night studying.         "
0,I really wanna speak to someone else that's psychic so we can share our experiences with eachother
0,I follow so many ppl who aren't fan accounts or who don't speak English omg!!! Honestly thinking of unfollowing to 0..
1,I'm awake when you all are! Go me!  really 
0,I wish I learned how to speak Turkish so I can understand what I'm listening to
1,I love going over the same info I put in an email with people that don't look to see if said email is in their inbox 
1,I love those new Lincoln commercials with Matthew McConaughey driving in the dark and muttering nonsense to himself.  
1,"When Michele Obama trying to plant some trees where your weed farm is , so you gotta speak some sense in dat bitch"
1,guess what?!!!? i wrote a sentence for my chapter today!!!! A SENTENCE!!! i feel so complete!!!   
1,I love it when my roommates alarm clock goes off every 10 minutes!
1,I always enjoy it when I am having trouble navigating a women's clothing store because of the MEN hanging around in there. 
0,i really want to be able to speak spanish but it's so hard
0,"I don't like that when I'm being nice people speak to me so rudely, shit Fuck you too."
1,I'm gonna swing from the chandelier tommorow 
0,I dont beg noboddyy to fwm so if we don't speak we just won't bc I don't kiss ass.
1,I love it when people start rumors about me 
0,"Sometimes, my dad likes to speak French. Except he doesn't know any French so he basically just babbles to himself "
1,Great to see the fans flocking to the stadium in Baltimore to watch their first place team.   
1,"I know i'm not ""A"" and I'm not ""C"".... because I know were meant to ""B""  "
1,Got to write an essay tomorrow before English. This should be fun 
0,My english teacher told me yesterday to write and speak in english as much as I can so that's what I'm going to do
1,Good thing I'm starting my hw early tonight!! tweet
1,Got the unfollow from Tyler reed really hurt my feelings 
0,I just love not hanging out with my boyfriend.     
1,I love how the credits for the 2014 Godzilla movie always speed past the Japanese names to focus on the western ones.
0,I live it when my boss calls me and says she needs me to work in five minutes.     
1,I LOVE formatting dates in PHP.   
1,Family know how to make me feel good about myself 
0,I don't respect certain people enough to even speak to them so all I could do is talk behind ya back cause ya face disgust me
0,I'm so excited to hear Fr. Greg speak. His book tatoos on the heart is amazing.
1,I LOVE ALLSTATE AND PEOPLE WHO CA NY DRIVE AND RENTAL CARS AND INSURANCE AND CHATHAM PARKWAY TOYOTA THEY MAKE MY F!CKING DAY 
0,"I JUST WANT BILL NYE TO COME TO EUGENE, OREGON SO I CAN HEAR THAT GENIUS OF A MAN SPEAK"
1,I love love love that I am getting sick... 
0,good but there's a lot of Katie's around so idk but we need to speak more smh
1,Good thing I'm learning about ohms law and electric fields because I'm gonna use that everyday in the health field 
0,godd it is so nice to be able to speak to people in japanese at school lmao
1,Im so excited to wake up at 4 for my flight tomorrow! 
1,Aren't chronic daily migraines fun people!?!?! 
0,I don't speak to them in real life so am I fuck gonna converse with them via a social media site.. Bloody weirdos
0,I dont understand how people can be so mean that they drive someone to kill themselves. Think before you speak..
1,I love how you lied to me instead of telling me the truth.   
0,addition. You clearly don't know much about what you're trying to speak on so like I said. LEAVE IT SIS.
0,Thank you for this! I'm so jealous you got to hear him speak.
1,i literally cnt sit down and watch football.. idk why i just cnt 
1,I just love it when my arena lights go out when I still have 3 more horses to ride.  
0,God puts so many words on my mouth when he wants me to speak to someone for real
0,I honestly don't think u can ever imagine how much ur words speak to me!!! youve open my eyes 2 so many wonderful things!!
0,A boy being able to speak another language is so attractive
0,I wish my grandma was still alive so she could teach me how to speak fluent Hawaiian
1,Because I would rather do homework instead of sleep.   
0,I learned so much chatting w/ u today! Thank you! I will continue to always speak from my heart! U are a gift to !
1,I live for 5 hour practices 
1,Cracking my screen was a lovley way to start my morning
0,I mean to do for me my I speak so openly about everything on twitter you all know far too much about me
0,If I dnt bag I'll be thinking bout yo ass for the whole week. No time for cold feet. He too bad to pass so fine I'm gon speak.
0,I have to go to the job centre today and speak to a careers adviser to prrtend im looking for a job so i can sign on
1,"Can't wait for the season where everything is labeled ""Pumpkin Spice"".   "
1,Don't feel good at all! I love having the feeling I'm going to throw up very 5 minutes. 
0,I didn't even speak to her that much but this is so sad.
0,"agree! So many entry levels sit paralyzed to speak, but millennials are the ones developing new trends  "
0,"these guys are able to speak about their countries so confidently and when i put myself in their shoes, i would be a little lost tbh"
0,you think they learn to speak? By learning so you can teach even a baby things they can and cannot touch seen it myself
1,Ha ha ha omg we're so funny.  
0,I am LOVING the       campaign! So many tweets speak exactly to my dissertation topic!
0,"I only speak words of wisdom to those who have an ear to listen, i dont have KIDS so im not obligated to help no mfn body"
1,im learning to speak Vietnamese so i know when the people at the nail place are talking about me. cause who knows what they say about me..
0,If you can't speak to me with a calm tone I will hang up and carry on my day. I'm not your child so you have no reason to scold me.
0,I know it's so unfair I would meet her in the street because then I'd get a pic with her and actually get to speak to her x
1,AC has to be the biggest party campuses in America   
1,"And it gets so hard to speak, every time you get to me. 'Cause I adore you."
0,"bitch ur not my mom. according to him ur not even his girlfriend so fall back. he can speak for himself, stop being childish."
0,I feel so annoying I wanna speak to you but the last week has felt so horrible I don't know how
0,I Have not slept but idc i got to speak to him so am happy
0,there have been a lot of great posts about  season 10 but this is by far my favorite
0,"I'D do the same as you, but still there are rotten ppl whose you just can't speak with. You arr in the right to do so."
1,6.30am fire alarms are just my favourite
1,I miss Dom sooo much. He was such a great person   
1,Good job billy. It's ideal to swing at a first pitch slider going down and away from you.   
0,I didn't get a call this morning so I'm guessing I passed my hair test but I don't wanna speak to soon
1,I'm laughing at my short self right now    
0,I'm gonna delete like 400 friends from Facebook tomorrow and keep the 20 or so people I actually want to speak to ever again. Then maybe I'l
1,"Good thing we had this assembly because Bexley is SERIOUSLY suffering from drug addiction issues, right?"
0,"So, the thing is... I want GJC's hair roll. Who do I speak to; at least for ONE day"
1,Almost too pretty to eat   
1,I love it went I don't procrastinate and it still takes until 11 pm to finish my work 
1,I love soccer analysis that includes league predictions based in CL matches.   
0,"yes you can speak your mind Amanda, but I'm going to continue helping these kids. So sorry you're gonna be seeing me."
1,I love it so much when you do that 
0,I don't do  so don't try to speak to them lol
0,"If you don't believe in god, please don't speak to me because you're so stupid."
1,I literally can't wait to see live...they're my go to Pandora radio 'likeyou
0,Idk why people be so scared to speak to me like I'm some kind of raging bword. I'm actually very nice and loving once you know me
1,At least  has its priorities straight.   
0,How are these kids getting so into this presentation........I'm about to stand up there and speak like a fuckin pole
0,Just read message. I understand him fully. It's so difficult not being able to speak your mind in the industry sometimes
1,I love how bruised my foot is. Lol 
1,"I literally told you to go away the first time, and you still continue to try to find me and talk to me. "
1,Good defending from Gibbs there. 
0,I'm gonna go back to bed...at least for an hour or so. No more freaking headaches! Speak to u soon     
1,Could boredom be killing Kenyan drivers in traffic the same way its killing American Drivers? |
1,I love it when people are too lazy to do one little thing  
1,I am so excited to see Stephen Dubner speak this morning at    Love his books!
1,Nothing better than a sweaty train journey home after working with perfume all day  
0,Thank you so much! I wanted to speak with you also but I figured the young ladies should get the chance. I'll email you soon!
1,I love waitin for bus extra time yay its the best!!  
0,i don't talk just to talk so when i speak listen up !
0,"I wish I knew more so I could continue this joke, but I sadly do not have a BAoJ and therefore unable to speak"
1,I love it when my plans never fully happen! It is just the best thing ever Tweet
1,12 hour day tomorrow should be a blast!!
0,If I could learn to properly speak to attractive people my life would be so much better.
1,Some of my dumb tweets ...were tailored for you.   
0,"I'm finally relaxed and chilling, but I so had to speak to boo"
0,"sometimes i get sad feels about not having a mom to speak to, but then i realize that it's because mine ain't shit so i guess it's ok"
1,Assumption's wifi is just too fast 
0,I fucking hate you so much. Your an absolute disgrace ! Don't even speak to me ever again.
0,i read an interview she did once and she said she is very emotional so songs like that speak to her
0,here are 20 different things to do
1,Nothing like a plug for a reality show on Raw.   
1,"I'm in such a bad mood, sorry about it. "
1,Haha getting pushed into a locker an getting a helmet dropped on is seriously the best.! 
1,Another dose of tonsillitis for me. Yay   
0,"Hi Julie, do u have info for whom I can speak w/about arranging Cub Scout visit to the studio? Thx so much if u can help!!"
1,I'm just up this early on my day off because it sounded like a good idea.   
0,"People tend to speak in echo chambers online so, who knows what 2014 and 2016 will bring."
1,Going to bed with a headache and waking up with a headache makes my day
1,Glad that the pulse isn't busy 
1,I love the way we treat each other   
0,I don't understand how you can be so close to someone and spend everyday with them for months then you don't speak at all..?
1,I'm his favourite 
0,"There's just so much life after high school. You could shave your head, take a plane somewhere and never speak to anyone you knew again."
0,I really don't need your rude bitchy attitude in my life... So if you can't learn to speak proper to me don't speak to me at all.
0,Wanted to have webcam so you could see me but I don't know speak English HAHAHAHA
0,If you were a good role model you would understand. It's the fact that you would ever speak to him again that makes u look so bad
1,Good think I have a whole bunch of homework to do when I get back to my room 
0,Want what you want. KNOW what you want. speak in terms of what you want. Want to want. Why? So you maximize life! Growth = natural! 
0,I hate when people stare!! Like if you're going to speak then do so... If not stop staring at me!
0,You fuck around and say sum shit that you think you know all bc a so called conscious person said it ima tell you to speak on that..
0,Just had to speak to a 80+ retired legendary cardiologist on the phone who is SO sharp and sarcastic = near meltdown
0,Everyone's not your friend. Even the ones who always speak to you will turn right around and talk about you. Loyalty is so rare these days.
1,Nothing better than 9 hour car rides... 
1,I love that  comes with the Tips app. I'd be so lost without it.
0,I can speak about Black America ALL DAY but I can only do so in front of an audience that is willing to listen . You don't find those often
0,I don't speak French so I had to translate that lol
0,So cocking disappointing. And of course they didn't speak to one current stand up. So angry I'm sweating!
1,I am so appreciative for all the people who have come to speak to my Sports History class in the past or coming in the future! 
1,Nothing cuter the watchin a baby kitten take a shit   
1,I literally cannot deal with this weather. 
0,"Great to speak to Alan Kennedy again last night, top bloke Both impressed with so far "
1,I am literally the worlds all time best BSer on essays. Just finished an entire ethnography In less than 3 hours. 
0,Just introduced people at work to Smiling Pile of Poo Speak Selection on the iPhone. Laughing so hard I think I'm gonna spew.
1," will be  in the , if its  okay,  its not the ."
0,"I know the basic stuff, but I did know all and I wanted to speak instead of sign so I forgot most of it"
0,I don't think so! I want to speak fluently like u !
0,bitch so if it wasn't for you to speak on why tf you comment .??? Stop trying to be messy bitch b4 you get smaked oml
0,Food at Disney is settin the bar 
1,I love when people mess with my office  
0,"I really like Sprout Social a lot. I only manage three accounts with it, though, so can't speak to larger volume."
0,Acceptable cone ?
1,I love when you ignore me... 
0,"When people say bae means poop in Danish, I tend to want to say ""but do we speak Danish... No we don't so shh"""
0,I finally get the confidence to speak to people and I screw it up so now I won't speak to ppl again for ages
1,I literally almost never got zits until I started college   
1,Nothing annoys me more than when people rerack the weights wrong! It's  that hard.
1,Being Bitched At Is A Perfect Way To Start The Week.
0,"yes ma'am, mom doesn't speak English, so I'm forced to only speak Spanish."
0,"After my niece told her brother to speak English, he continued speaking Spanish lmao why is that so funny to me?"
0,sometimes....you have to let go of everything you previously believed in....just so you can HEAR God speak to you.
0,I know this was sarcastic but I cant help it.     
1,I love just being out aside 
0,"her nigga in jail so now she speak to me ??? smh. and my ass said sup girl . smh, such fuckin fuckery"
0,I'm honestly so appreciative of new/interesting people to speak to
0,"If Scots vote for independence, they'll do so in defiance of the detached, complacent people who claim to speak on their behalf "
0,"I like to speak to old people, you could just learn so much from them"
0,my dad knows I have a site throat yet he continues to ask me questions so that I have to speak
0,"I feel like its something mfs need to say to me, if so speak up!"
1,I love feeling sick and not having the money for medicine   
1,blue is the new black        xD
1,Great to see Arby's doing their bit to tackle obesity in America. 
0,I can only speak to the women there. It's not. But apparently if you're after men the market is not so good.
1,I love being tackled at practice twice...
0,"how DARE anybody judge me, nobody in that fucking school let alone period got room to speak down on me, I advise you not to think so highly."
0,"I have a project in music class and I have to choose at least 5 songs that ""speak"" to me so I'm just going to do it all 5sos bc why not"
0,I feel so accomplished when I speak Spanish to ferns mom correctly.
1,I love people who only talk shit on twitter... 
1,Going to listen to Stars Are Aligned just one more time.. 
0,Everyone so damn fake! I barely wanna speak to mfs anymore
1,"Are you  with me on  yet? We have lots of , , and tons of !"
1,And I'm so glad my insomnia is coming back.
0,I hope u don't speak to ur children like zt so don't speak to Eritrean children like zt!
1,I love when we have a sub in ap lang who doesn't know how to speak english. Its so fun
1,Because you chose not to speak up when you had the chance. So when death comes knocking on your door waiting for you to answer...
0,"This makes me so proud. This is my second ever vege garden. Have a vision, learn, speak to people, be open and..."
1,If I ever am on time I literally deserve a million dollars and an award.  
0,ikr gah jack why do you have to speak so properly
0,"You too...I will see if I can sleep. So, excited to see Reed speak at MCC in Mesa on Wed.."
0,follow me to speak. slide into my DMs ahahahahaha soz so bored
1,"i know your all jealous of me going to yorkshire scuplture park today and drawing, ye   "
1,I'm going to be so happy when I get my Econ quiz back   
1,I love doing 20 sprints in 103 degree weather 
1,I looooove having no air conditioning! 
1,Thank God It's Monday!   
1,"I love it when people drive by my house and either blast their music, or rev their engine. "
0,When Ukrainian lawmakers tries to pass anti protesting laws!
0,you ever think lawyers get so entrenched with legalese they don't know how to speak casual English anymore?
0,I really don't need to look up your name on twitta because I know so much from people you speak too. So watch who you trust bud..
0,God can even heal a broken marriage and forgiveness from cheating
0,there's so much Joel on my dash this is fuckign unacceptable I NEEd TO SPEAK T O A MANAGER
1,Good call on that one 
1,I love sleeping by myself! 
1,I love when it rains and everyone forgets how to operate a motor vehicle 
1,I'm glad to see that your boyfriend hasn't changed you at all   
1,Borini has changed this game 
0,"i fORGOT HOW TO TALK TO PEOPLE SO I GOTTA WAIT TILL NEXT WEEK TO ACTUALLY SPEAK INSTEAD OF ""omg omgom g i l ov e"""
0,"I get the idea of how a dm works. Of you want to speak to me, do so here."
0,"I get why Selorm's voice is so squeaky. If you have teeth that big, no matter how loud you speak it won't be able to come out"
1,"ebola spreading like  in africa.. obama's response, of course  enough    "
0,The reason that music is so popular is because he let's God speak through him to our generation.
0,So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California. Cool.
0,this nigga got so high he forgot how to speak English. I CAN'T.
0,her grandma speaks to her in Spanish and so does her dad. I only speak English so that's what I speak to her.
0,Wanting to speak to someone so badly but can't is the worst
0,you don't talk to me anymore so idk how I'm supposed to take things when you do speak to me
0,"Why so easy to judge? We're all made up of flaws. have u forgotten, no human is perfect. Rationalize before speak."
1,i love hispanic boys so much please speak spanish to me
0,Having 3 Spanish classes made me forget how to speak English but I'm also bad at Spanish so now every time I write/ speak it's in Spanglish
1,I love my landlords...  !    
1,"At least when Sharia Law rules the land, we can take solace in the fact that we were politically correct in not being Islamophobic.   "
0,I mean I speak in English most of the time but I don't speak A LOT and I realised that I have to speak so much at college to everyone my jaw
0,I hate when my mom asks how someone is doing that I don't speak to anymore it's so sad
1,"I know I go through some miserable times at work but I could never leave this place, my boss is too awesome  "
1,I love how people just don't react if you text them questions. Makes life easy. 
0,When the teacher asks a question of you and you answer it in six different ways because you're so tired and don't know how to speak english
1,I love it when a lot of people always change plans on me.. 
1,I love having tests Monday morning at 8am.  
1,All I can say is.. nothing. That just topped my wonderful day.  
0,I can't think/speak in the morning so the fact that I'm about to drive to Lincoln should scare everyone on 95 North
0,why is it so hard to just speak your mind I seriously will never understand people
0,I can't speak for nobody else but I refuse to fw somebody I KNOW fw somebody I'm cool with. That's so filth to me
1,English class fail idk why I'm here   WaVy
1,Being forgotten is always fun.
1,I just didn't have the staying power I should have last night.   asexualreference
0,You give your hand to me and then I say hello. And I can hardly speak my heart is beating so.
1,I just love having nightmares and waking up 2 hours early....
1,Computers down in the Post and Courier quick response command center. and I having a fun morning so far.   
1,Going to be a nice evening trying to fix my bike 
0,"God just wants you to trust him without a doubt, he'll speak to you when you need it most so stop looking for answers"
0,god is arrogant and egotistical so he would never speak to humans on an even level. He has to be the higher entity or you're dead.
1,I'll fuckin wreck you in baseball   
1,"Congratulations on being such a respectable young adult. Really. Your attitude, actions and words are truly something to look up to. "
0,"I met Juans mom today, lol. I didn't know if I had to speak to her in English or Spanish so I used both .__."
1,I love it when I write a discussion post and it doesn't submit so I get to start over and try to remember what I said. 
1,Excited for my tuesday schedule. My favorite.   
0,I wouldn't speak to anyone properly because I was so happy and then so depressed
1,Because posting all your problems on social media will make every one of them go away...   
1,"I am so not LinkedIn. A load of management speak bollocks for the purpose of self promotion and ego boost. Fuck it, I'm off to sit in a shed"
1,How did I get so lucky to have such a raging bitch in my life.   
1,I just love the drive back to Brookings 
1,"At my favorite place on earth, immigration.   "
1,I just love it when others make decisions for me. 
0,hihi its a vacation..they myt not hav to speak at all...so thats alright..hehehe
1,I LOVE BEING WOKEN UP 
0,God is so faithful to speak vision and destiny in our hearts as we follow Him. Ever moving us forward in the...
0,I'm so evil and I'm not talking to him. When I speak I'm going in.
0,I'm so excited. But i'm not going to speak yet.
1,"I love sitting in the park on a windy day when they're spreading manure, especially when I'm eating lunch.    "
0,thank you so much for your help! I'll speak to my pharmacist to see which one would suit me best   
1,No one to talk to.. My life is great..
0,I don't associate with Alex so I'll speak to you later Kai
1,I just love when people talk about their boring work projects at lunch. 
0,"I have the COOLEST, most INSPIRING friends and I've asked them to come out and speak to you so you can share in the good energy they give!"
1,5 hr break is truly the highlight of my Wednesdays
1,I love those nights were everything runs through your head   
1,I literally sat in my bed all night stareing at my wall crying and slept for maybe 20 minutes 
1,I love the smell of cigarettes  
0,"Glad. It means that our children will, in future, be less afraid to speak out now they are being educated to do so."
1,Full day of chores  
0,I hope so Paul. The majority of people I speak to are voting No but the polls say it's close.
0,I feel like a nuisance to even speak to people anymore so I just usually dont..
0,Greens only ones to speak up so far.
0,i get so much shit for saying arabic phrases in my day to day life like damn god i speak arabic with my mum daily
1,I love listening to my friends speak in Spanish. I think the language is just so beautiful. Really glad I understand them to a degree
0,Father in The Mighty Name of Jesus you said it is Finished so all infirmity of sickness I command you to leave and speak health
1,I love macroeconomics !!!!!!!!!!!!!! 
0,Jackie McMullan is SO right on ATH right now... the NFL needs to stand up for something..and needs to SPEAK up and do something
1,I literally wake up maybe 15 minutes before I have to leave school. Don't care what I look like at all. 
1,Every test ever is taking place in the next two days     
1,Don't you just love Mondays?!?!?   
1,BEING PUT ON HOLD IS SO INFURIATING. so angry. cannot cope with this. 4 companies to speak to. 3 hours of BS endured already. kill me.
1,I just love how my parents invade my privacy.. 
0,i really want to learn to speak spanish it's so beautiful
0,Jacob Whitesides is a beautiful human being and I would just be happy to speak to him he seems so cool wth
1,Enjoying a relaxing detoxing drink on our chilled out holiday   
0,Every time somebody does something that really irritates me I remember it and eventually they do it so much that I don't speak to them lol
1,"Good job, Rosenthal. "
0,Everyone else is like so cool around Luke and talk to him normally where as I go all shy and don't even speak bc I'm scared he won't like me
1,Good to see the new cash out feature doesn't actually work.  
0,"This picture is so ""we don't want to speak English"""
1,"Hahaha you feel me though? People telling you to get educated? You speak the truth on so many issues, much love b"
0,"The sound of your own voice, it's the last thing you listen to lest you forget everything else. So speak the open seas."
1,"At last no planes going over for at least 6hrs, can't wait till 6a.m when they start again!"
1,And listening to an explanation of what fingerprints are...    
1,I know one of y'all want to make a Walmart Run for me this morning. Because I'm your favorite. 
1,Good job virgin... Good job.   
1,Being in a high school that is full of 12 year olds. 
0,I don't understand anything from my source of primary data. Uhh I don't know how to speak Thai so yeah.
0,"fashion is a big thing for me, so if you have no fashion sense don't speak to me x"
1,I love going to bed at 2 and getting up at 730 it's so great  
1,Gotta love weights then sprints then timed miles!   
0,I wish I was fluent in Arabic so I could speak to my grandmother.
1,And obviously white people don't have a culture    
0,I don't understand how girls can speak to so many boys! I struggle to keep up with one never mind bloody 6 
0,Fat and parasite detox flush.
0,you don't speak to me so I guess you ...nvm
1,i love when nash favs my tweets and replies and really makes me feel loved!!!!   
1,Im Eating Una Sopa Huevona Right Now And Watching Cupcake Wars.... Loving Life...  
0,Was great to hear you speak last week in Cornfield's class! Thanks so much!
0,"Jack calm yourself down and go speak to your parents, Like yourself danni is upset, you both have uni soon so need to calm down."
1,Can't wait to get up bright and early tmrw! tweet
1,I just love how my floor leaks when it rains! 
0,I would love to speak with you so that the issue can be resolved.
0,Idk. This gives people space to speak on their frustrations so...let it out.
0,Bitches so fucking goofy just looking for a fucking reason to speak to me ! Like bitch you're a fucking fan !!!
0,I have some really offensive things on my mind sometimes so I'm try to speak with a filter
1,I literally get paid to do my homework at work. 
0,Great to see speak in the very room where so many called for his release  
0,I would try to speak Spanish for you but I can't so..hi.
1,Getting ignored is my favorite thing in the world.
0,"if they wanted to speak privately, they should have requested so prior to saying things they wanted to keep private."
0,I perfer not to speak to you at all so is there anything else hoe
1,I love tripping on peoples shit in the morning  
1,"I just love it when pimples overtake my face, it just makes me feel all warm and cozy inside   "
1,I'm in this really great habit of screwing up my right hand / wrist...  
0,About to listen to speak!! His books have for so long inspired me   
1,"I love how if I make one tiny complaint you automatically defend the party in question, without fail.   "
0,"Sometimes my head is so noisy i dont speak because i cant add to it, i just want quiet"
1,"i like to think that if we minnesotans had bought a new stadium for the vikings sooner, the child abuse wouldn't have happened.   "
0,Everything You Could Possibly Need to Know About the New Pinterest Analytics
1,"I just love waking up to 16 messages, 7 snapchats, 4 miss calls! "
1,Haha whoever made this was preaching   call me a  if you want to
0,There is so much power in the words you speak be careful not to use guile because we are children of God and he does not curse at all!
1,I just love APUSH.......      
1,My favorite thing ever is when John farts when we're trying to fix a form.   
1,I like sitting at central by myself 
1,My sick voice is doing wonderful things for my singing this morning    
0,Don't understand how someone can cheat / speak to so many people at once and not feel bad
0,I don't want friends that I have to speak to everyday so that they know that we're still friends
0,Everyone seems really happy in my class today     
1,Great way to start my morning by failing a statistic quiz!  good thing we have 3 drop quizzes
0,"Good thing we didn't buy that holding mid we certainly don't need, eh?     "
1,Enjoy all xD           
1,Ahhh political ads. Awesome.   
1,I like how everyone is tagging people on top people on top people on my IG 
0,"aces. I'll speak to p. Thinking about going away for Chrissy, so may need to save up but one night won't hurt x"
0,"Just home from uni and I'm knackered, have no energy to do anything. Who'd of thought listening to people speak is so tiring  "
1,Going to bed with these thoughts! Yay bring on the nightmares
0,If I don't fuck with you just know I will not converse with you or speak to you so not even try to friendly
1,everyone at home is so happy today. 
0,I hold too much in yo everybody about self so speak on how I feel to sombody
1,being at my house at night is fun    
0,I wonder if you really do still speak to her but delete it proof so I can't see or am I just too used to cheating boys
1,I love hearing things about me that I didn't know and aren't true! 
1,I just realized everyone in the Lizzie McGuire movie are supposed to be 12. 
0,"When things goes wrong, speak up the reason.. Honest is always the best thing to do.. Even that is truly painful to do so.."
0,I love it so much when young guys know how to speak to adults. It's the most important trait to me. Speak well to my parents and you win.
1,Good thing I really wanted to go to hc senior year.. 
0,if I played football this is what they would make me do  via
0,"I have no friends to speak to on xbox cos my stupid controller, so im resorting to speaking to Pizza hut."
1,Gonna be a fun day 
0,My daddy taught me how to love my haters my sista told me I should speak my mind my man made me feel so God damn finee 
0,Everybody be so quick to judge bt don't wanna speak on themselves !
1,Being half spanish and not being able to speak spanish is honestly so disappointing
1,I love how when i text billy to ask him a question he doesn't even answer me.  
0,People says now days everybody is too busy...then how do they get so much time to speak rubbish and interfere in others life ???
1,Gotta love Mondays 
0,These boys in my re class said that ari was hot but looks 10 so I said if she 10 then I'm a baby keep in mind I don't normally speak to boys
0,I didn't know how to spell it so I used my speak to type thing and that's what it came up with
0,I CAN SPEAK TO SIRI IN FRENCH THIS IS SO EXCITING
0,When you're so drunk you forget how to speak
0,"i didn't organize the event, so i will not speak to it. Ask event organizers."
1,I love my coworkers and my job   
1,I'm glad I know how to do this chemistry homework   
1,Commerce insurance is expensive for no fucking reason  
0,I'd rather not speak to anyone other than myslef now so plz
1,Gotta love the 8am morning class!  But I'm done for the day now! 
1,I love it when you wash your vehicle in 5 minutes later a bug splatters all over yiur windshield. Gosh I love that shit.
0,If I have to wait for your iffy ass to speak to me first so that that I know were on cool terms or not were not friends.
0,I wish my muse would speak to me when I'm not so busy!
1,Ever thought we were probably under pressure to do so regarding FFP and stadium cost. Just get real. Maybe speak to Paul Barber
0,I can listen to Gary Neville speak all day the guy speaks so much sense
1,I LOVE the smell of burning toast stinking up the whole office in the morning.  
0,"So...... Courage. That's it, apparently. Having the courage to speak up profressionally ..."
1,"If the new Apple Pay system delivers on its promise, financial transactions will be revolutionise"
1,Everyone freaked out and thought I wasn't coming to class today 
0,When u speak about your relationship in a bad way on the internet your inviting others to give there opinion. So bitch don't be mad !
1,Had a nice naptime with today   
0,I'd be more than happy to speak to the press lol! So bloody what your just happy your man is home! Spiteful people
1,Couldn't be anymore exhausted but I can't sleep! fantastic.
1,I love my grade in Photojournalism... 
1,Can't wait to do a whole lot of nothing today... 
1,A great way to make friends is to spam the entire student body about your dumb survey... 
1,I mean if kids just held still when you beat them maybe their scrotums wouldn't get hit. SMH
0,"If you choose to speak with someone I have blocked, please be so kind as to remove my name. Thank you."
0,Forcing my family members to Facetime so I can speak to my dog. 
0,just this week I think. Do you want me to put you in touch so you can speak with the guy?
1,I just love when kids come in to get their  cleaned after eating  or ...said no  EVER! 
